,Title,User_id,review/score
275533,Bury My Heart at Wounded Knee: An Indian History of the American West,A37GRFP6VMUXKT,5.0
275546,Bury My Heart at Wounded Knee: An Indian History of the American West,AUGABW5AS2OXM,5.0
275548,Bury My Heart at Wounded Knee: An Indian History of the American West,A3M77GPST0EICR,3.0
275559,Bury My Heart at Wounded Knee: An Indian History of the American West,A2E3GFHUDNPYDH,4.0
275567,Bury My Heart at Wounded Knee: An Indian History of the American West,A395QKQZ15GP4F,5.0
275572,Bury My Heart at Wounded Knee: An Indian History of the American West,A222LQEPE7O7BV,5.0
275616,Bury My Heart at Wounded Knee: An Indian History of the American West,AUM3YMZ0YRJE0,4.0
275624,Bury My Heart at Wounded Knee: An Indian History of the American West,A2Z4KA3EFQWZOX,5.0
275633,Bury My Heart at Wounded Knee: An Indian History of the American West,A3OJFPKMCXKOM0,5.0
275646,Bury My Heart at Wounded Knee: An Indian History of the American West,A303U1MOXG5R1F,5.0
275658,Bury My Heart at Wounded Knee: An Indian History of the American West,A1RLYOPK16YXC1,5.0
279601,Thus Spake Zarathustra,A3JD07VHDLT5FF,5.0
279607,Thus Spake Zarathustra,A1MJMYLRTZ76ZX,4.0
279615,Thus Spake Zarathustra,A2ITEMEL0DTX8A,2.0
279627,Thus Spake Zarathustra,AGQY11NLQJ2JL,5.0
279628,Thus Spake Zarathustra,A12A08OL0TZY0W,5.0
279639,Thus Spake Zarathustra,AHD101501WCN1,4.0
279647,Thus Spake Zarathustra,A3LF914GG87TWP,3.0
279651,Thus Spake Zarathustra,A22LX6529JJ166,5.0
279683,Thus Spake Zarathustra,A23ZCJ9U3ZN0FK,4.0
280542,The Great Gatsby,AQOP20IPUS7FE,4.0
280545,The Great Gatsby,AC6FEW34E5EQ9,5.0
280555,The Great Gatsby,A1JH0MLDCBI9HW,4.0
280564,The Great Gatsby,A22B13EJTZKCTM,4.0
280568,The Great Gatsby,A3VLAHQIRK8PA7,4.0
280579,The Great Gatsby,A3QAZAWSD2A34U,3.0
280584,The Great Gatsby,A7N5UKGJZB6RQ,5.0
280604,The Great Gatsby,A2XZKGL6DJA03,4.0
280606,The Great Gatsby,A3I8FT707XKQAJ,5.0
280635,The Great Gatsby,A3IKBHODOTYYHM,4.0
280637,The Great Gatsby,A5HVPX1ETWWIV,5.0
280660,The Great Gatsby,AKZJW4ZRFTKZD,3.0
280664,The Great Gatsby,A32VWSQ0FPZKZ3,5.0
280665,The Great Gatsby,A2S166WSCFIFP5,5.0
280677,The Great Gatsby,AOYTGNBDDE5PE,5.0
280681,The Great Gatsby,AHD101501WCN1,5.0
280688,The Great Gatsby,A3UJJGY799F76I,5.0
280701,The Great Gatsby,A2AYSFGUP5VTY3,5.0
280704,The Great Gatsby,A1OBNY1WB38LMI,5.0
280742,The Great Gatsby,A2ZATPER188K3J,5.0
280791,The Great Gatsby,A29SHFBU5O9BWO,5.0
280796,The Great Gatsby,AXQ8T2D9IT6UG,5.0
280800,The Great Gatsby,A3USD3ANXP45UC,5.0
280802,The Great Gatsby,A2YXRT2XIJIO57,5.0
280808,The Great Gatsby,A1GFM0ZKG5PKJJ,4.0
280818,The Great Gatsby,ACIBQ6BQ6AWEV,5.0
280822,The Great Gatsby,A3ICRSCWVEZPAK,5.0
280850,The Great Gatsby,A1G0DH7UQ4ILS6,4.0
280876,The Great Gatsby,AEE2GJR0VF6R7,5.0
280893,The Great Gatsby,A2H6Q6AK8S90F3,3.0
280900,The Great Gatsby,A1PXH6NS60C8V5,5.0
280904,The Great Gatsby,A3PWPNZVMNX3PA,5.0
280914,The Great Gatsby,A1ARA52HB238HT,5.0
280915,The Great Gatsby,A1K1JW1C5CUSUZ,5.0
280922,The Great Gatsby,A289FQ3V2BLV77,4.0
280937,The Great Gatsby,AJ9W09EUQPAKE,4.0
280952,The Great Gatsby,A2YTHMJJJQCOZ,5.0
280954,The Great Gatsby,A1U0WO33TVDE9K,5.0
280958,The Great Gatsby,A3GK9LT41X73NC,5.0
280973,The Great Gatsby,A3H82LUT1EC655,5.0
280974,The Great Gatsby,A1N1YEMTI9DJ86,5.0
280975,The Great Gatsby,ATN1SSKTJD8Z8,5.0
280978,The Great Gatsby,A1BSD8ZUZ28A9L,5.0
280993,The Great Gatsby,A1DYMH30TSRONY,5.0
280998,The Great Gatsby,A3A6GXILVT9JNW,5.0
281001,The Great Gatsby,A1IKD6BDEE18CI,5.0
281002,The Great Gatsby,A13E0ARAXI6KJW,5.0
281005,The Great Gatsby,A2SHQJP6PNQTLD,5.0
281006,The Great Gatsby,A32ZKBXJJ45BRY,5.0
281022,The Great Gatsby,A1S52XH2CS4Y26,5.0
281030,The Great Gatsby,A280GY5UVUS2QH,5.0
281040,The Great Gatsby,A34989LDU92LBH,5.0
281069,The Great Gatsby,AG9A3ZL7ODL6X,5.0
281073,The Great Gatsby,A2L9U2BKMHXBEL,5.0
281075,The Great Gatsby,A3VO648HFK2LZD,4.0
281081,The Great Gatsby,A2NJFFQ6W35XJU,5.0
281084,The Great Gatsby,A1CMLKF5LMH150,5.0
281087,The Great Gatsby,A27UILBR7S2VBG,3.0
281088,The Great Gatsby,A1SWPW47KG9OM1,4.0
281090,The Great Gatsby,A3OMJ4HJCS5733,4.0
281102,The Great Gatsby,A29LGHDM4PTVOA,3.0
281105,The Great Gatsby,A1M49QNOFQWDBS,3.0
281118,The Great Gatsby,A95837JXEFMVQ,5.0
281147,The Great Gatsby,A2Z9B7F052F1KC,4.0
281174,The Great Gatsby,A3FJOQ23K5PQB8,5.0
281191,The Great Gatsby,A2TAPSNKK9AFSQ,5.0
281203,The Great Gatsby,A2M7RPFEMKRT8M,5.0
281205,The Great Gatsby,ABN5K7K1TM1QA,5.0
281207,The Great Gatsby,A1DK5AZMXS1QA3,4.0
281208,The Great Gatsby,A2VP7JOT3K7PFM,5.0
281233,The Great Gatsby,A34BWLZ9HERHGM,5.0
281251,The Great Gatsby,AJQ1S39GZBKUG,5.0
281253,The Great Gatsby,A2CZY3CEV23C62,3.0
281269,The Great Gatsby,A2Q5T8GLIBJM1R,5.0
281286,The Great Gatsby,A2HR0DJG4WMR8R,3.0
281316,The Great Gatsby,A1E2NA2F4RTQ9B,5.0
281318,The Great Gatsby,A1MV5RJTPCUAEO,5.0
281325,The Great Gatsby,A1IPM23IJ8Q3L4,3.0
281345,The Great Gatsby,A3KEZLJ59C1JVH,5.0
281348,The Great Gatsby,A3LKWMM12AF0PU,5.0
281367,The Great Gatsby,A1ZOF747O5EB6R,5.0
281411,The Great Gatsby,A22DUZU3XVA8HA,5.0
281415,The Great Gatsby,A96K1ZGW56S2I,5.0
281421,The Great Gatsby,A1T17LMQABMBN5,5.0
281424,The Great Gatsby,AOHKH73SA3ZK7,4.0
281433,The Great Gatsby,AQ5UX3AVZPAPN,5.0
281445,The Great Gatsby,A1RLMYWYWQ03QJ,5.0
281455,The Great Gatsby,A3GAY5VH2LDFWK,5.0
281457,The Great Gatsby,A38VAF4S1DARTN,5.0
281458,The Great Gatsby,A3UPYGJKZ0XTU4,4.0
281466,The Great Gatsby,A2I3D2NX4XKZYJ,5.0
281484,The Great Gatsby,A1TZUEPNKS7B5C,5.0
281501,The Great Gatsby,AXSV2IRQX2C20,4.0
281503,The Great Gatsby,A3260GM8VU5712,5.0
281513,The Great Gatsby,A9GOIC94I0P59,2.0
281518,The Great Gatsby,A3RK5D0VVDGCPP,5.0
281540,The Great Gatsby,A2WSI8HOWHFDOT,5.0
281604,The Great Gatsby,A2BCIAH2TIYVQ9,5.0
281617,The Great Gatsby,A3SWGY9V1CM1YH,1.0
281625,The Great Gatsby,A1BGE3EXIJ42XA,4.0
281635,The Great Gatsby,A3CI4SA5MCHOR,4.0
281641,The Great Gatsby,A9NFFAZF3LIB2,2.0
281657,The Great Gatsby,A2BTTP7LS8OI6X,5.0
281670,The Great Gatsby,A3OVBI2RNSUIJQ,3.0
281671,The Great Gatsby,A3DKP67DK28RUB,5.0
281672,The Great Gatsby,A2CVVCODXDVJO6,5.0
281675,The Great Gatsby,A33L7G4E8CID3,4.0
281677,The Great Gatsby,A2EZ0OKB291N7,5.0
281695,The Great Gatsby,AGKPTMTR3UX1R,5.0
281697,The Great Gatsby,A3C2ED485O47L,5.0
281702,The Great Gatsby,A2ODBHT4URXVXQ,5.0
281732,The Great Gatsby,A122H2TEE3VUKW,5.0
281733,The Great Gatsby,A2SH7OWE8QJYNC,3.0
281740,The Great Gatsby,A116J8AUC3JSN2,4.0
281741,The Great Gatsby,A2ZHDCYYP1PL2K,4.0
281753,The Great Gatsby,A3927BH5H75LII,5.0
281760,The Great Gatsby,A16QODENBJVUI1,5.0
281771,The Great Gatsby,A1LMBM1N4EXS5W,3.0
281772,The Great Gatsby,AAIL33CYCT47J,5.0
281774,The Great Gatsby,A3OJFPKMCXKOM0,4.0
281775,The Great Gatsby,AGEIT17HENDIS,5.0
281780,The Great Gatsby,A2NHD7LUXVGTD3,5.0
281812,The Great Gatsby,A1CAA94EOP0J2S,5.0
281815,The Great Gatsby,A3MBJ9TIYG91OL,4.0
281834,The Great Gatsby,A20VXF9DYI0I6H,4.0
281835,The Great Gatsby,A3DF7LMEQOND63,5.0
281840,The Great Gatsby,A17FLA8HQOFVIG,5.0
281862,The Great Gatsby,A2ENIQZX6VJYUM,5.0
281867,The Great Gatsby,ASJ89T42CIUHU,4.0
281870,The Great Gatsby,AHCVWPLA1O4X8,5.0
281886,The Great Gatsby,A3ORW6K9OKTTKV,4.0
281898,The Great Gatsby,A1PASRZ81DY9C,2.0
281899,The Great Gatsby,ASPABROV8R7M5,3.0
281919,The Great Gatsby,AF61QMJIK8Q7Y,4.0
281920,The Great Gatsby,ARH9IQEMFKR6M,3.0
281947,The Great Gatsby,A2Y9E9JRISI0W8,4.0
281965,The Great Gatsby,A14OJS0VWMOSWO,5.0
281967,The Great Gatsby,A36WD8GXQ5QCJ7,4.0
281970,The Great Gatsby,A1KGWUYXUBEMB2,5.0
281992,The Great Gatsby,A16LP6AB6C5LMZ,5.0
282016,The Great Gatsby,AX3V82QQ1A6ZQ,3.0
282018,The Great Gatsby,A1XTWXIMUCDGQE,5.0
282020,The Great Gatsby,A3O2RCKAMSE9X7,5.0
282061,The Great Gatsby,ATOFFO1VNCAGQ,5.0
282069,The Great Gatsby,A1OB5L3WMHJAD9,3.0
282074,The Great Gatsby,AH64XXZBL1T6Z,5.0
282080,The Great Gatsby,A26QPBO86WFF23,5.0
282091,The Great Gatsby,A1A2YTFX2XC4O2,5.0
282095,The Great Gatsby,AI37YX1U4KB1L,5.0
282096,The Great Gatsby,A3SN9EF7GTNEU2,5.0
282121,The Great Gatsby,A38JN189EJK91M,4.0
282129,The Great Gatsby,A13O359A2KX7YY,4.0
282147,The Great Gatsby,ALU2IJ2DZD86X,4.0
282184,The Great Gatsby,A3684EUAEHIV67,5.0
282185,The Great Gatsby,A1EKTLUL24HDG8,4.0
282194,The Great Gatsby,AEGR7IBHUM3R7,5.0
282196,The Great Gatsby,A18C9SNLZWVBIE,5.0
282203,The Great Gatsby,AGM1C9EF7FOZB,5.0
282208,The Great Gatsby,A1CPJEZRLVKJOS,3.0
282217,The Great Gatsby,A3V6Z4RCDGRC44,5.0
282231,The Great Gatsby,ATKL8C5IQ56E9,1.0
282262,The Great Gatsby,A3JGOKYJPPARHO,5.0
282263,The Great Gatsby,A11DCTGTPS7M0C,5.0
282266,The Great Gatsby,A1DQZBHEU98PBT,4.0
282268,The Great Gatsby,A1BA72K4VK1UN1,5.0
282269,The Great Gatsby,A3QFUK8BCO9IMO,5.0
282275,The Great Gatsby,A62G4QX6XQVLP,3.0
282276,The Great Gatsby,A59LBV682DWGM,5.0
282278,The Great Gatsby,A1AAND6JLJGCV2,3.0
282284,The Great Gatsby,AST8AAKSJKAQ1,4.0
282287,The Great Gatsby,AODKUG6FAKD2Z,4.0
282300,The Great Gatsby,A3TEH90X39WC8F,5.0
282948,"Who Really Cares: The Surprising Truth About Compasionate Conservatism Who Gives, Who Doesn't, and Why It Matters",A21NVBFIEQWDSG,4.0
282974,"Who Really Cares: The Surprising Truth About Compasionate Conservatism Who Gives, Who Doesn't, and Why It Matters",A1MR1VMK999I6O,5.0
282985,"Who Really Cares: The Surprising Truth About Compasionate Conservatism Who Gives, Who Doesn't, and Why It Matters",A9NFFAZF3LIB2,4.0
282994,"Who Really Cares: The Surprising Truth About Compasionate Conservatism Who Gives, Who Doesn't, and Why It Matters",A36K2N527TXXJN,5.0
282995,"Who Really Cares: The Surprising Truth About Compasionate Conservatism Who Gives, Who Doesn't, and Why It Matters",A1GARI2JT6EAWA,5.0
283106,Homage to Catalonia,A3K1RVYM3JQZZS,5.0
283120,Homage to Catalonia,AODKUG6FAKD2Z,5.0
283147,Homage to Catalonia,A34UTL4AVX80MK,5.0
283158,Homage to Catalonia,AGEIT17HENDIS,5.0
283160,Homage to Catalonia,A1S3C5OFU508P3,5.0
283163,Homage to Catalonia,A3NH7PYU4AD5GA,4.0
283167,Homage to Catalonia,A912C7977MO6O,5.0
283168,Homage to Catalonia,A2PR6NXG0PA3KY,5.0
283169,Homage to Catalonia,A3NIQK6ZLYEP1L,5.0
283170,Homage to Catalonia,A34HCSZJXZLPC,5.0
283179,Homage to Catalonia,A21CP0XTTBJJ4W,3.0
283188,Homage to Catalonia,A2I3D2NX4XKZYJ,5.0
283191,Homage to Catalonia,A172JDGLV9FFX,5.0
283194,Homage to Catalonia,A1SMUB9ASL5L9Y,5.0
283197,Homage to Catalonia,A2YXRT2XIJIO57,5.0
283203,Homage to Catalonia,A2JA7C0WEMB1M7,5.0
283204,Homage to Catalonia,A3QVAKVRAH657N,5.0
283207,Homage to Catalonia,A1TKYAYESYHIA2,5.0
283208,Homage to Catalonia,A2NHD7LUXVGTD3,5.0
283216,Homage to Catalonia,ALN0TTRTLHA4E,5.0
283217,Homage to Catalonia,A1G37DFO8MQW0M,5.0
283220,Homage to Catalonia,AJ9W09EUQPAKE,4.0
283221,Homage to Catalonia,A38JN189EJK91M,5.0
283222,Homage to Catalonia,A1RECBDKHVOJMW,5.0
283225,Homage to Catalonia,A2EWCVGOTTPFAZ,5.0
283228,Homage to Catalonia,A3FBU2QDUN0KFQ,5.0
283230,Homage to Catalonia,A2VZ11U5DXM8J5,4.0
283233,Homage to Catalonia,A2YTHMJJJQCOZ,4.0
283244,Homage to Catalonia,A3DQWFWINN3V5A,3.0
283254,Homage to Catalonia,A1R90KXMPXCAP,4.0
283259,Homage to Catalonia,A3JSRMS7FO6EKQ,5.0
283306,Camouflage,A1M8PP7MLHNBQB,5.0
283313,Camouflage,A2YF4ZMECJVLK9,3.0
283335,Camouflage,A30KEXFT9SILL6,4.0
283364,Camouflage,AFVQZQ8PW0L,5.0
283371,Camouflage,A3GKPMHV4U64IY,4.0
283373,Camouflage,AS6SH2JM2YY3H,2.0
283385,Camouflage,AUTBHG6070SL4,3.0
283387,Camouflage,A1CDNTB7377YH2,4.0
283388,Camouflage,A2M1MNG7G40V85,4.0
283391,Camouflage,A26BWRBPP4V2WF,4.0
284611,GAUDY NIGHT (A LORD PETER WIMSEY MYSTERY),A3SO4SZPDNW0S3,2.0
284612,GAUDY NIGHT (A LORD PETER WIMSEY MYSTERY),ACIBQ6BQ6AWEV,5.0
284614,GAUDY NIGHT (A LORD PETER WIMSEY MYSTERY),A1NC9AGZOBI0M1,5.0
284636,GAUDY NIGHT (A LORD PETER WIMSEY MYSTERY),A55MRYPUAX4QU,5.0
284641,GAUDY NIGHT (A LORD PETER WIMSEY MYSTERY),A1M4NJYP0WNL8Q,5.0
284651,GAUDY NIGHT (A LORD PETER WIMSEY MYSTERY),AFVQZQ8PW0L,5.0
284656,GAUDY NIGHT (A LORD PETER WIMSEY MYSTERY),A20EEWWSFMZ1PN,5.0
284657,GAUDY NIGHT (A LORD PETER WIMSEY MYSTERY),A18ZOHJ7ZERQ8,5.0
284660,GAUDY NIGHT (A LORD PETER WIMSEY MYSTERY),A2GBJQ9THOYDAJ,5.0
284671,GAUDY NIGHT (A LORD PETER WIMSEY MYSTERY),A16W9E27VW9IND,3.0
284673,GAUDY NIGHT (A LORD PETER WIMSEY MYSTERY),A2IIDELWB0IWRO,5.0
284674,GAUDY NIGHT (A LORD PETER WIMSEY MYSTERY),AGHIV0V0ON7MO,5.0
284676,GAUDY NIGHT (A LORD PETER WIMSEY MYSTERY),AW3VZ5O895LRK,5.0
284677,GAUDY NIGHT (A LORD PETER WIMSEY MYSTERY),A34UTL4AVX80MK,5.0
284681,GAUDY NIGHT (A LORD PETER WIMSEY MYSTERY),A26A64X86VL1R4,5.0
284686,GAUDY NIGHT (A LORD PETER WIMSEY MYSTERY),A1PDIPZK2HIH5K,5.0
284687,GAUDY NIGHT (A LORD PETER WIMSEY MYSTERY),A3OH101U0CPUC7,2.0
284689,GAUDY NIGHT (A LORD PETER WIMSEY MYSTERY),A232HUAELH5J6V,4.0
284723,GAUDY NIGHT (A LORD PETER WIMSEY MYSTERY),A3DTHQIPBY0NI7,1.0
284735,GAUDY NIGHT (A LORD PETER WIMSEY MYSTERY),A3A6GXILVT9JNW,5.0
292619,Ship of Fools,AFVQZQ8PW0L,5.0
292653,Ship of Fools,A39NS429FYXAD1,3.0
292657,Ship of Fools,A1B9VX6MZ0MZ1T,2.0
292658,Ship of Fools,AKT8TGIT6VVZ5,3.0
292692,Ship of Fools,A55MRYPUAX4QU,4.0
292719,Le Petit Prince,A1PXH6NS60C8V5,4.0
292734,Le Petit Prince,A37XGUQ1VH0XM6,5.0
292740,Le Petit Prince,A1BJLZ8UNAZX2D,5.0
292783,Le Petit Prince,ABOYCZON8UEGJ,3.0
294823,Black Beauty (Troll Illustrated Classics),AXUF6DDUBZWX2,5.0
294875,Black Beauty (Troll Illustrated Classics),A2BIFGERNRDLBB,4.0
294895,Black Beauty (Troll Illustrated Classics),A3QVAKVRAH657N,3.0
294917,Black Beauty (Troll Illustrated Classics),A3NI29U4P5NQF1,5.0
294945,Black Beauty (Troll Illustrated Classics),A4FX5YCJA630V,5.0
294946,Black Beauty (Troll Illustrated Classics),ABOYCZON8UEGJ,4.0
294952,Black Beauty (Troll Illustrated Classics),A5ICDTC3HI26L,5.0
294959,Black Beauty (Troll Illustrated Classics),ACIBQ6BQ6AWEV,5.0
294962,Black Beauty (Troll Illustrated Classics),A18M68DE1Y6W51,5.0
295012,Black Beauty (Troll Illustrated Classics),A43P0V05RM3SR,5.0
295034,Black Beauty (Troll Illustrated Classics),A1ZNGCNKCHW11,5.0
295075,Black Beauty (Troll Illustrated Classics),AU1E6KDG1FMG6,5.0
295094,Black Beauty (Troll Illustrated Classics),A1E2NA2F4RTQ9B,5.0
295098,Black Beauty (Troll Illustrated Classics),A232HUAELH5J6V,5.0
302758,Dark Desire,A1RECBDKHVOJMW,5.0
302800,Dark Desire,A3APPKALUGB2GT,5.0
302821,Dark Desire,A2QGB7KXWF859E,5.0
302833,Dark Desire,A13WS8O77FRTHX,4.0
302844,Dark Desire,AV9A3PYDX71JB,3.0
307541,Time's Arrow,AUEY946M1L939,4.0
307542,Time's Arrow,A2MTO8GC1UL8GD,5.0
307548,Time's Arrow,A3QVAKVRAH657N,3.0
307550,Time's Arrow,A2ENIQZX6VJYUM,3.0
307557,Time's Arrow,A370T7ZOJJ76I2,1.0
307558,Time's Arrow,A2E3GFHUDNPYDH,5.0
307559,Time's Arrow,A1VQBHHXIKHIGS,5.0
307563,Time's Arrow,AKZJW4ZRFTKZD,4.0
307564,Time's Arrow,AELSTEJJO90M7,5.0
307575,Time's Arrow,A2YTHMJJJQCOZ,5.0
307583,Time's Arrow,A1KGWUYXUBEMB2,4.0
307587,Time's Arrow,A8IPQ1Q1O7YX5,4.0
307594,Time's Arrow,A3VIOCJZ22JZXT,5.0
307595,Time's Arrow,A11DCTGTPS7M0C,4.0
307603,Time's Arrow,A2B9Y0WXNSN17U,2.0
308006,The Macarthur Study Bible ~ New King James Version (NKJV),ATKL8C5IQ56E9,3.0
308010,The Macarthur Study Bible ~ New King James Version (NKJV),A2H6Q6AK8S90F3,4.0
308079,The Macarthur Study Bible ~ New King James Version (NKJV),A633NIAR4JJAR,5.0
309023,Love My Rifle More than You: Young and Female in the U.S. Army,A14OJS0VWMOSWO,5.0
309049,Love My Rifle More than You: Young and Female in the U.S. Army,A1M8PP7MLHNBQB,5.0
309062,Love My Rifle More than You: Young and Female in the U.S. Army,A2EBLL2OYEQJN9,4.0
309560,QED: The strange theory of light and matter (Alix G. Mautner memorial lectures),A126KX6FVI4T66,3.0
309568,QED: The strange theory of light and matter (Alix G. Mautner memorial lectures),A27WFYW9ZJ5DN1,5.0
309570,QED: The strange theory of light and matter (Alix G. Mautner memorial lectures),A1ARA52HB238HT,4.0
309607,QED: The strange theory of light and matter (Alix G. Mautner memorial lectures),A1MJMYLRTZ76ZX,5.0
309895,Blue At the Mizzen (aubrey/maturin series),A3BH49ZKESHDID,2.0
309901,Blue At the Mizzen (aubrey/maturin series),A2NJO6YE954DBH,4.0
309916,Blue At the Mizzen (aubrey/maturin series),A2GBJQ9THOYDAJ,4.0
309920,Blue At the Mizzen (aubrey/maturin series),A2ORDVE96GL3Q7,5.0
309923,Blue At the Mizzen (aubrey/maturin series),A2NHD7LUXVGTD3,5.0
309937,Blue At the Mizzen (aubrey/maturin series),A2UIXU97JYCPZG,5.0
309965,The Stone Diaries,A39650P2CZUUC9,4.0
309966,The Stone Diaries,AHD101501WCN1,4.0
309968,The Stone Diaries,A1CV4ZMDBTE7BJ,5.0
309980,The Stone Diaries,A126KX6FVI4T66,3.0
309999,The Stone Diaries,A2YF4ZMECJVLK9,4.0
310001,The Stone Diaries,A2ODBHT4URXVXQ,5.0
310002,The Stone Diaries,A3869CQLA4D5FP,5.0
310003,The Stone Diaries,A2MOBMVHECYVLE,5.0
310013,The Stone Diaries,A2HR0DJG4WMR8R,4.0
310018,The Stone Diaries,A8IPQ1Q1O7YX5,4.0
310030,The Stone Diaries,AJQ1S39GZBKUG,4.0
310031,The Stone Diaries,A3927BH5H75LII,2.0
310047,The Stone Diaries,A2PWUIQG57O1AZ,3.0
310054,The Stone Diaries,A1A2YTFX2XC4O2,3.0
310059,The Stone Diaries,A303U1MOXG5R1F,5.0
310071,The Stone Diaries,A1K1JW1C5CUSUZ,3.0
310085,The Stone Diaries,A2UPQPNCKR2XO4,2.0
310087,The Stone Diaries,AA30KAI4RI6AT,5.0
310113,The Stone Diaries,AMCAID3LTHKEC,2.0
310118,The Stone Diaries,A1BI8PUEHA5CHW,3.0
310127,The Stone Diaries,A3N3GNVHFZZ6N1,4.0
310135,The Stone Diaries,A4R8GJX3UZ1I,5.0
310136,The Stone Diaries,A2IIDELWB0IWRO,5.0
310138,The Stone Diaries,A28WJUJF6D2ULA,3.0
310142,The Stone Diaries,A3LKWMM12AF0PU,4.0
311454,Becoming Conversant with the Emerging Church: Understanding a Movement and Its Implications,A1OX82JPAQLL60,5.0
311457,Becoming Conversant with the Emerging Church: Understanding a Movement and Its Implications,A9NFFAZF3LIB2,5.0
315250,Black Cross,A25HYPL2XKQPZB,5.0
315253,Black Cross,A222LQEPE7O7BV,5.0
315255,Black Cross,AUGABW5AS2OXM,5.0
315257,Black Cross,A3M174IC0VXOS2,5.0
315282,Black Cross,A1IOR3OTTUK3O5,5.0
315292,Black Cross,A16LP6AB6C5LMZ,5.0
315295,Black Cross,A3P3UOHYBFRGJN,5.0
315311,Black Cross,A39NS429FYXAD1,5.0
315317,Black Cross,A1RAUVCWYHTQI4,2.0
315330,Black Cross,A1GPGBHBI6T2HJ,5.0
315335,Black Cross,A16QQ78I8J29PA,5.0
315336,Black Cross,A3LZGLA88K0LA0,5.0
316280,Experiencing God: Knowing and doing the will of God,A1BMKEJ61X57EU,5.0
317922,Jesus' Son,AAIL33CYCT47J,4.0
317959,Jesus' Son,A3N4CDTH72ZVDS,5.0
317962,Jesus' Son,AJ98YA4Y333BK,5.0
317966,Jesus' Son,A2AYSFGUP5VTY3,5.0
317968,Jesus' Son,A3C2ED485O47L,5.0
317987,Jesus' Son,A3VIOCJZ22JZXT,4.0
318017,Jesus' Son,A16QODENBJVUI1,5.0
318018,Jesus' Son,AJQ1S39GZBKUG,5.0
318030,Jesus' Son,A2W26AAU92CN70,5.0
318734,QBQ! The Question Behind the Question: Practicing Personal Accountability at Work and in Life,A1S3C5OFU508P3,4.0
318757,QBQ! The Question Behind the Question: Practicing Personal Accountability at Work and in Life,A2F3SXHT6RBV81,3.0
318785,QBQ! The Question Behind the Question: Practicing Personal Accountability at Work and in Life,A32J48LYJ2BNNY,5.0
318817,QBQ! The Question Behind the Question: Practicing Personal Accountability at Work and in Life,A1NATT3PN24QWY,5.0
318927,QBQ! The Question Behind the Question: Practicing Personal Accountability at Work and in Life,A2MBLVMVDLHK1L,5.0
318932,QBQ! The Question Behind the Question: Practicing Personal Accountability at Work and in Life,A16IITISD2LAX0,4.0
318960,QBQ! The Question Behind the Question: Practicing Personal Accountability at Work and in Life,AG9A3ZL7ODL6X,5.0
319440,"Papillon, (Le Livre de Poche)",A2SH17ZKPJNI76,4.0
319473,"Papillon, (Le Livre de Poche)",A2NBOL825B93OM,5.0
319476,"Papillon, (Le Livre de Poche)",A1P6NHUF7Q24E7,5.0
319484,"Papillon, (Le Livre de Poche)",A29NUB3P6YIWZG,5.0
319497,"Papillon, (Le Livre de Poche)",A1NT7ED5TATUAM,4.0
319511,"Papillon, (Le Livre de Poche)",AZ8N5BS6476S8,4.0
319514,"Papillon, (Le Livre de Poche)",ALDRY40BPNY09,5.0
319517,"Papillon, (Le Livre de Poche)",A1EKTLUL24HDG8,5.0
319525,"Papillon, (Le Livre de Poche)",A2V1121177OVJ,5.0
319537,"Papillon, (Le Livre de Poche)",AT2R7ZVT7QYOU,4.0
319543,"Papillon, (Le Livre de Poche)",A3E8QNDC7CV44,5.0
322204,The Pilgrim's Progress (Great Epics),AUTBHG6070SL4,4.0
322207,The Pilgrim's Progress (Great Epics),A26BVUB2YJMGB7,4.0
322228,The Pilgrim's Progress (Great Epics),APD7XINUVG5AL,4.0
322235,The Pilgrim's Progress (Great Epics),A3QVAKVRAH657N,5.0
322236,The Pilgrim's Progress (Great Epics),A1N1YEMTI9DJ86,4.0
322242,The Pilgrim's Progress (Great Epics),A2D9IEFJGB483Q,5.0
322249,The Pilgrim's Progress (Great Epics),A1BMKEJ61X57EU,5.0
322273,The Pilgrim's Progress (Great Epics),A341BG8RMH8QW,4.0
322274,The Pilgrim's Progress (Great Epics),A30KEXFT9SILL6,5.0
326839,Hatchet,A3AKPY4LXIC24O,5.0
326856,Hatchet,A2Y9E9JRISI0W8,5.0
327305,Hatchet,A1NZH03BZTSPS2,4.0
327365,Hatchet,A1MC6BFHWY6WC3,5.0
327413,Hatchet,A1CNQTCRQ35IMM,5.0
327416,Hatchet,A3M6RVUVZOQZLB,5.0
327602,Hatchet,A2LJNVTOQTKEP0,5.0
327657,Hatchet,A1FY3V7A2XRDG0,5.0
327700,Hatchet,A1IBC9XP2LICQL,5.0
327730,Hatchet,A3LWS1L674IYH7,5.0
327818,Hatchet,A43P0V05RM3SR,5.0
327909,Hatchet,AMX0PJKV4PPNJ,5.0
327910,Hatchet,AEKWD5WIFP6,2.0
327919,Hatchet,A2EDZH51XHFA9B,4.0
327981,Hatchet,A25ACLV5KPB4W,4.0
328268,Hatchet,A2B21POKQ3N09H,5.0
328277,Hatchet,A1NC9AGZOBI0M1,5.0
328278,Hatchet,A2O9HU1K7TCF7B,5.0
328294,Hatchet,A126KX6FVI4T66,3.0
328308,Hatchet,AU6DIIDZK2OQM,4.0
328469,Street Dreams,A2VKWLCNZF4ZVB,5.0
339018,Straw Men,A9LAPV8XNKZVZ,4.0
