,Title,User_id,review/score,authors,categories
320026,Pyramids: Discworld #7,A2BT578J4IZOK6,5.0,['Terry Pratchett'],['Fiction']
320034,Pyramids: Discworld #7,A27PSZX2SE0B51,4.0,['Terry Pratchett'],['Fiction']
320048,Pyramids: Discworld #7,A3DXVYD2TQHWGD,2.0,['Terry Pratchett'],['Fiction']
320050,Pyramids: Discworld #7,A1X8VZWTOG8IS6,3.0,['Terry Pratchett'],['Fiction']
320062,Pyramids: Discworld #7,A2GBJQ9THOYDAJ,3.0,['Terry Pratchett'],['Fiction']
320064,Pyramids: Discworld #7,A3KF4IP2MUS8QQ,5.0,['Terry Pratchett'],['Fiction']
320065,Pyramids: Discworld #7,A1M4NJYP0WNL8Q,5.0,['Terry Pratchett'],['Fiction']
320066,Pyramids: Discworld #7,A28PRU8FTMCT8J,5.0,['Terry Pratchett'],['Fiction']
320071,Pyramids: Discworld #7,A3Q80Q6YFP5W6Q,5.0,['Terry Pratchett'],['Fiction']
320072,Pyramids: Discworld #7,A1D2C0WDCSHUWZ,5.0,['Terry Pratchett'],['Fiction']
320073,Pyramids: Discworld #7,A3BH49ZKESHDID,4.0,['Terry Pratchett'],['Fiction']
320432,Measure of a Man,A3Q7ZL6TPRX2Y,4.0,['Steve Martin'],['Fiction']
320445,Measure of a Man,A1RFQVHBKVN4TA,4.0,['Steve Martin'],['Fiction']
320454,Measure of a Man,A39837HXPWMKSU,5.0,['Steve Martin'],['Fiction']
320455,Measure of a Man,AITIU2DG1MM4A,4.0,['Steve Martin'],['Fiction']
320456,Measure of a Man,A2RZ9O4PSL16V4,5.0,['Steve Martin'],['Fiction']
320472,Measure of a Man,A3QYW1CL3A9L5P,5.0,['Steve Martin'],['Fiction']
320480,Measure of a Man,A2F6N60Z96CAJI,4.0,['Steve Martin'],['Fiction']
320481,Measure of a Man,A1TWTULVD6F22O,3.0,['Steve Martin'],['Fiction']
320482,Measure of a Man,A1RMHZSWZ7ZEQO,3.0,['Steve Martin'],['Fiction']
320489,Measure of a Man,A2O9HU1K7TCF7B,5.0,['Steve Martin'],['Fiction']
320490,Measure of a Man,A3NLJZI5NEOT0K,4.0,['Steve Martin'],['Fiction']
320498,Measure of a Man,A2EBLL2OYEQJN9,4.0,['Steve Martin'],['Fiction']
320539,Measure of a Man,A2GBJQ9THOYDAJ,5.0,['Steve Martin'],['Fiction']
320548,Measure of a Man,AS6SH2JM2YY3H,5.0,['Steve Martin'],['Fiction']
320549,Measure of a Man,A1J0YNR1SSFCVS,5.0,['Steve Martin'],['Fiction']
320569,Measure of a Man,AZ8N5BS6476S8,5.0,['Steve Martin'],['Fiction']
320572,Measure of a Man,AFYYHRPSFBLWS,5.0,['Steve Martin'],['Fiction']
320581,Measure of a Man,A3N6JG64P2G9EV,4.0,['Steve Martin'],['Fiction']
320582,Measure of a Man,A27QB2QCDK90GP,3.0,['Steve Martin'],['Fiction']
320585,Measure of a Man,A3M174IC0VXOS2,5.0,['Steve Martin'],['Fiction']
320603,Measure of a Man,A1L8HRCM60W0W7,4.0,['Steve Martin'],['Fiction']
320624,Measure of a Man,A1S3C5OFU508P3,4.0,['Steve Martin'],['Fiction']
320702,The Fox; the Captain's Doll; the Ladybird,A2I17T9XB6LSGW,4.0,['John le Carre'],['Fiction']
320703,The Fox; the Captain's Doll; the Ladybird,A1RECBDKHVOJMW,5.0,['John le Carre'],['Fiction']
320704,The Fox; the Captain's Doll; the Ladybird,ARH9IQEMFKR6M,5.0,['John le Carre'],['Fiction']
320710,The Fox; the Captain's Doll; the Ladybird,A1RAUVCWYHTQI4,4.0,['John le Carre'],['Fiction']
320711,The Fox; the Captain's Doll; the Ladybird,A1XTWXIMUCDGQE,5.0,['John le Carre'],['Fiction']
320723,The Fox; the Captain's Doll; the Ladybird,A29NUB3P6YIWZG,4.0,['John le Carre'],['Fiction']
320726,The Fox; the Captain's Doll; the Ladybird,A2NTJUI2DLZF4R,5.0,['John le Carre'],['Fiction']
320784,The Fox; the Captain's Doll; the Ladybird,A16W9E27VW9IND,4.0,['John le Carre'],['Fiction']
320787,The Fox; the Captain's Doll; the Ladybird,A3R19YKNL641X3,5.0,['John le Carre'],['Fiction']
320790,The Fox; the Captain's Doll; the Ladybird,A2UIXU97JYCPZG,4.0,['John le Carre'],['Fiction']
320815,The Fox; the Captain's Doll; the Ladybird,A20VXF9DYI0I6H,4.0,['John le Carre'],['Fiction']
320819,The Fox; the Captain's Doll; the Ladybird,A2PNTEDGMOLMOY,5.0,['John le Carre'],['Fiction']
320820,The Fox; the Captain's Doll; the Ladybird,A1X8VZWTOG8IS6,4.0,['John le Carre'],['Fiction']
320821,The Fox; the Captain's Doll; the Ladybird,A34UTL4AVX80MK,5.0,['John le Carre'],['Fiction']
320823,The Fox; the Captain's Doll; the Ladybird,A1FSJH67CYP9Y2,5.0,['John le Carre'],['Fiction']
320828,The Fox; the Captain's Doll; the Ladybird,AUVN1HWXS4EGQ,5.0,['John le Carre'],['Fiction']
320832,The Fox; the Captain's Doll; the Ladybird,A106016KSI0YQ,3.0,['John le Carre'],['Fiction']
320833,The Fox; the Captain's Doll; the Ladybird,A2TXR85WQLE32N,5.0,['John le Carre'],['Fiction']
320834,The Fox; the Captain's Doll; the Ladybird,A1NT7ED5TATUAM,5.0,['John le Carre'],['Fiction']
320840,The Fox; the Captain's Doll; the Ladybird,A26KHZE0HTS057,5.0,['John le Carre'],['Fiction']
320842,The Fox; the Captain's Doll; the Ladybird,A3P9D22KDEXVMN,5.0,['John le Carre'],['Fiction']
320854,The Fox; the Captain's Doll; the Ladybird,A2S166WSCFIFP5,5.0,['John le Carre'],['Fiction']
320859,The Fox; the Captain's Doll; the Ladybird,A3LKWMM12AF0PU,5.0,['John le Carre'],['Fiction']
320861,The Fox; the Captain's Doll; the Ladybird,A37GRFP6VMUXKT,5.0,['John le Carre'],['Fiction']
320867,The Fox; the Captain's Doll; the Ladybird,A2AYSFGUP5VTY3,4.0,['John le Carre'],['Fiction']
320868,The Fox; the Captain's Doll; the Ladybird,A126KX6FVI4T66,5.0,['John le Carre'],['Fiction']
320869,The Fox; the Captain's Doll; the Ladybird,A2YTHMJJJQCOZ,4.0,['John le Carre'],['Fiction']
320874,The Fox; the Captain's Doll; the Ladybird,A232HUAELH5J6V,4.0,['John le Carre'],['Fiction']
320881,The Fox; the Captain's Doll; the Ladybird,A3RNP5X8ZGZIEI,5.0,['John le Carre'],['Fiction']
320887,To Have And Have Not,AYZMJYCRIZWIO,4.0,['Ernest Hemingway'],['Fiction']
320894,To Have And Have Not,A4VH04TA14CPE,4.0,['Ernest Hemingway'],['Fiction']
320895,To Have And Have Not,A2MAB5Q4XA209W,4.0,['Ernest Hemingway'],['Fiction']
320898,To Have And Have Not,A1WD8SD9L65UN3,3.0,['Ernest Hemingway'],['Fiction']
320900,To Have And Have Not,A1NT7ED5TATUAM,3.0,['Ernest Hemingway'],['Fiction']
320909,To Have And Have Not,A2EMP366TTS6E1,5.0,['Ernest Hemingway'],['Fiction']
320913,To Have And Have Not,A34BWLZ9HERHGM,3.0,['Ernest Hemingway'],['Fiction']
320922,To Have And Have Not,A1MC81HLJ6Z9ZQ,4.0,['Ernest Hemingway'],['Fiction']
320923,To Have And Have Not,AJ98YA4Y333BK,4.0,['Ernest Hemingway'],['Fiction']
320924,To Have And Have Not,A2YXRT2XIJIO57,5.0,['Ernest Hemingway'],['Fiction']
320926,To Have And Have Not,A3AW8XP45YVIIZ,3.0,['Ernest Hemingway'],['Fiction']
320948,To Have And Have Not,A11M98R135HMSY,4.0,['Ernest Hemingway'],['Fiction']
320949,To Have And Have Not,A1ORZ2ZH5MIZCG,3.0,['Ernest Hemingway'],['Fiction']
320955,To Have And Have Not,A1K1JW1C5CUSUZ,4.0,['Ernest Hemingway'],['Fiction']
320956,To Have And Have Not,AGEIT17HENDIS,4.0,['Ernest Hemingway'],['Fiction']
320957,To Have And Have Not,AJ9W09EUQPAKE,3.0,['Ernest Hemingway'],['Fiction']
320961,To Have And Have Not,A1XTWXIMUCDGQE,3.0,['Ernest Hemingway'],['Fiction']
320963,To Have And Have Not,A3R8PXSFGY9MC2,3.0,['Ernest Hemingway'],['Fiction']
320965,To Have And Have Not,A3LJSF0LV5QRYT,4.0,['Ernest Hemingway'],['Fiction']
320966,To Have And Have Not,A1SRMTM54D1S4I,5.0,['Ernest Hemingway'],['Fiction']
320973,To Have And Have Not,AHXAPVSHPJ6OJ,3.0,['Ernest Hemingway'],['Fiction']
320975,To Have And Have Not,A1P959K7WNXNGF,3.0,['Ernest Hemingway'],['Fiction']
320976,To Have And Have Not,A38BIVW2RNO3RW,5.0,['Ernest Hemingway'],['Fiction']
320979,To Have And Have Not,A1RMHZSWZ7ZEQO,2.0,['Ernest Hemingway'],['Fiction']
322733,"Aaltje of Aurora, Indiana: 1773-1819",A28CCN6VYHRUKS,3.0,['Laurell K. Hamilton'],['Fiction']
322753,"Aaltje of Aurora, Indiana: 1773-1819",A1VDI1GQKNVA7U,1.0,['Laurell K. Hamilton'],['Fiction']
322764,"Aaltje of Aurora, Indiana: 1773-1819",A2EDZH51XHFA9B,3.0,['Laurell K. Hamilton'],['Fiction']
325426,A Debt of Honour,A3861IBNFDR8RU,2.0,['Joan Wolf'],['Fiction']
325487,The sun eaters,A16QODENBJVUI1,2.0,['Isaac Asimov'],['Fiction']
325489,The sun eaters,A2I17T9XB6LSGW,4.0,['Isaac Asimov'],['Fiction']
325490,The sun eaters,A2M1MNG7G40V85,5.0,['Isaac Asimov'],['Fiction']
325493,The sun eaters,A3E8QNDC7CV44,5.0,['Isaac Asimov'],['Fiction']
325494,The sun eaters,A2OPBCF28QTARX,5.0,['Isaac Asimov'],['Fiction']
325496,The sun eaters,A1Y87E22UVYCE6,4.0,['Isaac Asimov'],['Fiction']
325498,The sun eaters,AFMF4F9QW2JDS,5.0,['Isaac Asimov'],['Fiction']
325523,The sun eaters,A1V51M8M216Y69,5.0,['Isaac Asimov'],['Fiction']
325529,The sun eaters,A1S3C5OFU508P3,5.0,['Isaac Asimov'],['Fiction']
325532,The sun eaters,A3DXVYD2TQHWGD,4.0,['Isaac Asimov'],['Fiction']
325533,The sun eaters,A1D2C0WDCSHUWZ,4.0,['Isaac Asimov'],['Fiction']
325534,The sun eaters,AHUT55E980RDR,4.0,['Isaac Asimov'],['Fiction']
325535,The sun eaters,A30KEXFT9SILL6,4.0,['Isaac Asimov'],['Fiction']
325540,The sun eaters,A3C2A3D2KG1F1A,4.0,['Isaac Asimov'],['Fiction']
325546,The sun eaters,A1ZNGCNKCHW11,4.0,['Isaac Asimov'],['Fiction']
325550,The sun eaters,A3OH101U0CPUC7,4.0,['Isaac Asimov'],['Fiction']
325551,The sun eaters,A3DF7LMEQOND63,4.0,['Isaac Asimov'],['Fiction']
325552,The sun eaters,A1EKTLUL24HDG8,4.0,['Isaac Asimov'],['Fiction']
325554,The sun eaters,A2ITEMEL0DTX8A,4.0,['Isaac Asimov'],['Fiction']
328456,A Streetcar Named Expire,AVPQ7DDTD0RX,1.0,['Faye Kellerman'],['Fiction']
328469,A Streetcar Named Expire,A2VKWLCNZF4ZVB,5.0,['Faye Kellerman'],['Fiction']
328691,Eleven Days,AI9GAZ416TIM1,3.0,['Robert Inman'],['Fiction']
329836,"Lion, the Witch, and the Wardrobe",ALU2IJ2DZD86X,5.0,['C.S. Lewis'],['Fiction']
329844,"Lion, the Witch, and the Wardrobe",A341BG8RMH8QW,5.0,['C.S. Lewis'],['Fiction']
329863,"Lion, the Witch, and the Wardrobe",A2VE83MZF98ITY,5.0,['C.S. Lewis'],['Fiction']
329864,"Lion, the Witch, and the Wardrobe",AU6DIIDZK2OQM,4.0,['C.S. Lewis'],['Fiction']
329879,"Lion, the Witch, and the Wardrobe",A1CPJEZRLVKJOS,5.0,['C.S. Lewis'],['Fiction']
329892,"Lion, the Witch, and the Wardrobe",A3RTNA9THAU2OP,5.0,['C.S. Lewis'],['Fiction']
329897,"Lion, the Witch, and the Wardrobe",A2UYWE97KME0M,5.0,['C.S. Lewis'],['Fiction']
329901,"Lion, the Witch, and the Wardrobe",A1GARI2JT6EAWA,4.0,['C.S. Lewis'],['Fiction']
329902,"Lion, the Witch, and the Wardrobe",A3H2CKTFZ3B3GD,5.0,['C.S. Lewis'],['Fiction']
329927,"Lion, the Witch, and the Wardrobe",A1D2C0WDCSHUWZ,5.0,['C.S. Lewis'],['Fiction']
329933,"Lion, the Witch, and the Wardrobe",A2I6MHMAZZDCRX,5.0,['C.S. Lewis'],['Fiction']
329951,"Lion, the Witch, and the Wardrobe",A32VWSQ0FPZKZ3,2.0,['C.S. Lewis'],['Fiction']
329955,"Lion, the Witch, and the Wardrobe",A3FHAMLNGHCFU7,5.0,['C.S. Lewis'],['Fiction']
329990,"Lion, the Witch, and the Wardrobe",AVBK68931HD11,4.0,['C.S. Lewis'],['Fiction']
330053,"Lion, the Witch, and the Wardrobe",A3E8QNDC7CV44,4.0,['C.S. Lewis'],['Fiction']
330076,"Lion, the Witch, and the Wardrobe",A1NC9AGZOBI0M1,5.0,['C.S. Lewis'],['Fiction']
330080,"Lion, the Witch, and the Wardrobe",A1XTWXIMUCDGQE,5.0,['C.S. Lewis'],['Fiction']
330083,"Lion, the Witch, and the Wardrobe",A10T0OW97SFBB,5.0,['C.S. Lewis'],['Fiction']
330099,"Lion, the Witch, and the Wardrobe",A1SCJWCMQ3W3KK,3.0,['C.S. Lewis'],['Fiction']
330127,"Lion, the Witch, and the Wardrobe",A370Z6I5GBWU44,5.0,['C.S. Lewis'],['Fiction']
330135,"Lion, the Witch, and the Wardrobe",A3T0OTH5072YRE,5.0,['C.S. Lewis'],['Fiction']
330141,"Lion, the Witch, and the Wardrobe",A1ZDWD35AZL3S,4.0,['C.S. Lewis'],['Fiction']
330151,"Lion, the Witch, and the Wardrobe",A1X8VZWTOG8IS6,4.0,['C.S. Lewis'],['Fiction']
330153,"Lion, the Witch, and the Wardrobe",AOTEOBX9GFZ48,4.0,['C.S. Lewis'],['Fiction']
330171,"Lion, the Witch, and the Wardrobe",A2O9HU1K7TCF7B,5.0,['C.S. Lewis'],['Fiction']
330176,"Lion, the Witch, and the Wardrobe",A1NZH03BZTSPS2,4.0,['C.S. Lewis'],['Fiction']
330177,"Lion, the Witch, and the Wardrobe",AOKGRSAS5VNS3,5.0,['C.S. Lewis'],['Fiction']
330178,"Lion, the Witch, and the Wardrobe",A57H497OM1IJN,4.0,['C.S. Lewis'],['Fiction']
330209,"Lion, the Witch, and the Wardrobe",A3H82LUT1EC655,5.0,['C.S. Lewis'],['Fiction']
330216,"Lion, the Witch, and the Wardrobe",A126KX6FVI4T66,5.0,['C.S. Lewis'],['Fiction']
330235,"Lion, the Witch, and the Wardrobe",A3MQXFVZ9DCE8M,5.0,['C.S. Lewis'],['Fiction']
330239,"Lion, the Witch, and the Wardrobe",A1LMBM1N4EXS5W,5.0,['C.S. Lewis'],['Fiction']
330243,"Lion, the Witch, and the Wardrobe",A16QODENBJVUI1,5.0,['C.S. Lewis'],['Fiction']
330244,"Lion, the Witch, and the Wardrobe",A1DW4U1LQV0XW7,5.0,['C.S. Lewis'],['Fiction']
330245,"Lion, the Witch, and the Wardrobe",A1A7U9G3728LOU,4.0,['C.S. Lewis'],['Fiction']
330247,"Lion, the Witch, and the Wardrobe",AWLFVCT9128JV,4.0,['C.S. Lewis'],['Fiction']
330288,"Lion, the Witch, and the Wardrobe",A1V8NBMG0PDVK1,4.0,['C.S. Lewis'],['Fiction']
330291,"Lion, the Witch, and the Wardrobe",A2Z44AN3F2IN61,4.0,['C.S. Lewis'],['Fiction']
330323,"Lion, the Witch, and the Wardrobe",A3UDYY6L2NH3JS,5.0,['C.S. Lewis'],['Fiction']
330332,"Lion, the Witch, and the Wardrobe",A9NFFAZF3LIB2,5.0,['C.S. Lewis'],['Fiction']
330368,"Lion, the Witch, and the Wardrobe",A2H1W8V6R9TJ9E,5.0,['C.S. Lewis'],['Fiction']
330386,"Lion, the Witch, and the Wardrobe",AQCQ5F0OJXMG9,3.0,['C.S. Lewis'],['Fiction']
330401,"Lion, the Witch, and the Wardrobe",A1B9VX6MZ0MZ1T,3.0,['C.S. Lewis'],['Fiction']
330404,"Lion, the Witch, and the Wardrobe",A20R7259NOEJ8V,4.0,['C.S. Lewis'],['Fiction']
331881,The Camomile Lawn,A1CTXKA2C7BSC8,5.0,['LaVyrle Spencer'],['Fiction']
331894,The Camomile Lawn,A1IKD6BDEE18CI,5.0,['LaVyrle Spencer'],['Fiction']
331895,The Camomile Lawn,A2T7GJONIZFP1Q,5.0,['LaVyrle Spencer'],['Fiction']
331908,The Camomile Lawn,A1DQZBHEU98PBT,3.0,['LaVyrle Spencer'],['Fiction']
331913,The Camomile Lawn,A2F3SXHT6RBV81,3.0,['LaVyrle Spencer'],['Fiction']
331929,The Camomile Lawn,A43P0V05RM3SR,5.0,['LaVyrle Spencer'],['Fiction']
331933,The Camomile Lawn,A3LNZKV31R04C4,4.0,['LaVyrle Spencer'],['Fiction']
332327,Key of Knowledge,A2F3E5COFR0QP4,5.0,['Nora Roberts'],['Fiction']
332328,Key of Knowledge,A1OGPR0AKZ4K7D,5.0,['Nora Roberts'],['Fiction']
332335,Key of Knowledge,A18M68DE1Y6W51,5.0,['Nora Roberts'],['Fiction']
332344,Key of Knowledge,A3NDPSK6QZHSAV,4.0,['Nora Roberts'],['Fiction']
332345,Key of Knowledge,A13KQYPEFE3R90,4.0,['Nora Roberts'],['Fiction']
332347,Key of Knowledge,A2BZCHIDR5FTYA,4.0,['Nora Roberts'],['Fiction']
332357,Key of Knowledge,A2E9HDZXQORZLA,5.0,['Nora Roberts'],['Fiction']
332359,Key of Knowledge,A3KOO6L0NA2PJA,4.0,['Nora Roberts'],['Fiction']
332360,Key of Knowledge,A3NJJZ5NB9LMR3,5.0,['Nora Roberts'],['Fiction']
332366,Key of Knowledge,A3Q7ZL6TPRX2Y,3.0,['Nora Roberts'],['Fiction']
332375,Key of Knowledge,AFVQZQ8PW0L,5.0,['Nora Roberts'],['Fiction']
332378,Key of Knowledge,A2386P602G9547,4.0,['Nora Roberts'],['Fiction']
332381,Key of Knowledge,ADYZOSTF9LZLD,5.0,['Nora Roberts'],['Fiction']
332382,Key of Knowledge,AGB7UQZMVHNUJ,3.0,['Nora Roberts'],['Fiction']
332390,Key of Knowledge,A20R7259NOEJ8V,4.0,['Nora Roberts'],['Fiction']
332973,Catseye,A1BXA3SM3AJOKL,5.0,['Margaret Atwood'],['Fiction']
332974,Catseye,A1I2O9Y3X3HXLS,5.0,['Margaret Atwood'],['Fiction']
332976,Catseye,ADHBK5A51KG9L,4.0,['Margaret Atwood'],['Fiction']
332977,Catseye,A1E8CYZ5HN0IFC,5.0,['Margaret Atwood'],['Fiction']
332980,Catseye,A1X8VZWTOG8IS6,4.0,['Margaret Atwood'],['Fiction']
333028,Redeeming Love,A3T4KN9XO3PIXG,5.0,['Louise Erdrich'],['Fiction']
333031,Redeeming Love,A319KYEIAZ3SON,5.0,['Louise Erdrich'],['Fiction']
333053,Redeeming Love,A30ZPSYOGFJXR6,4.0,['Louise Erdrich'],['Fiction']
333054,Redeeming Love,A1RLYOPK16YXC1,4.0,['Louise Erdrich'],['Fiction']
333056,Redeeming Love,A2HR0DJG4WMR8R,5.0,['Louise Erdrich'],['Fiction']
334012,Legend of the Sorcerer,AXQ8T2D9IT6UG,5.0,"['David Eddings', 'Leigh Eddings']",['Fiction']
334013,Legend of the Sorcerer,A1MC6BFHWY6WC3,5.0,"['David Eddings', 'Leigh Eddings']",['Fiction']
334138,Legend of the Sorcerer,A1X8VZWTOG8IS6,3.0,"['David Eddings', 'Leigh Eddings']",['Fiction']
334158,Legend of the Sorcerer,AVBK68931HD11,4.0,"['David Eddings', 'Leigh Eddings']",['Fiction']
334250,Volk,A2K9FXOFFHVNWG,4.0,['Juliet Marillier'],['Fiction']
334256,Volk,AFVQZQ8PW0L,4.0,['Juliet Marillier'],['Fiction']
334758,"Flow My Tears, The Policeman Said",A3LNZKV31R04C4,3.0,['Luanne Rice'],['Fiction']
334767,"Flow My Tears, The Policeman Said",A1IIX764GG3WNZ,5.0,['Luanne Rice'],['Fiction']
334777,"Flow My Tears, The Policeman Said",A1BI8PUEHA5CHW,3.0,['Luanne Rice'],['Fiction']
334778,"Flow My Tears, The Policeman Said",A19XE6G6NDZFPS,4.0,['Luanne Rice'],['Fiction']
334784,"Flow My Tears, The Policeman Said",A1N1YEMTI9DJ86,3.0,['Luanne Rice'],['Fiction']
334785,"Flow My Tears, The Policeman Said",A13KQYPEFE3R90,4.0,['Luanne Rice'],['Fiction']
334793,"Flow My Tears, The Policeman Said",A1DQZBHEU98PBT,5.0,['Luanne Rice'],['Fiction']
334798,"Flow My Tears, The Policeman Said",AW1D6P2T7TF4,4.0,['Luanne Rice'],['Fiction']
334800,"Flow My Tears, The Policeman Said",A14OJS0VWMOSWO,5.0,['Luanne Rice'],['Fiction']
334805,"Flow My Tears, The Policeman Said",A2F3SXHT6RBV81,3.0,['Luanne Rice'],['Fiction']
334807,"Flow My Tears, The Policeman Said",AFVQZQ8PW0L,5.0,['Luanne Rice'],['Fiction']
335030,The Bellybutton Fiasco,AFVQZQ8PW0L,4.0,['Christopher Reich'],['Fiction']
335036,The Bellybutton Fiasco,A37F1G84K35FCZ,4.0,['Christopher Reich'],['Fiction']
335037,The Bellybutton Fiasco,A2F6SZLKG0TOJ7,2.0,['Christopher Reich'],['Fiction']
335038,The Bellybutton Fiasco,A3M174IC0VXOS2,4.0,['Christopher Reich'],['Fiction']
335039,The Bellybutton Fiasco,A1L8HRCM60W0W7,4.0,['Christopher Reich'],['Fiction']
335041,The Bellybutton Fiasco,A2F6N60Z96CAJI,4.0,['Christopher Reich'],['Fiction']
335044,The Bellybutton Fiasco,A25E44CFFC4B7T,5.0,['Christopher Reich'],['Fiction']
335045,The Bellybutton Fiasco,ABWF7YVZAU1QP,1.0,['Christopher Reich'],['Fiction']
335048,The Bellybutton Fiasco,A3VMCKYN22X0CO,4.0,['Christopher Reich'],['Fiction']
335055,The Bellybutton Fiasco,A1VJU3NG5W15L4,4.0,['Christopher Reich'],['Fiction']
335056,The Bellybutton Fiasco,A16QQ78I8J29PA,2.0,['Christopher Reich'],['Fiction']
335059,The Bellybutton Fiasco,AUGABW5AS2OXM,5.0,['Christopher Reich'],['Fiction']
335060,The Bellybutton Fiasco,A2EYCL2ZT0PSTX,4.0,['Christopher Reich'],['Fiction']
335062,The Bellybutton Fiasco,A1CDNTB7377YH2,4.0,['Christopher Reich'],['Fiction']
335065,The Bellybutton Fiasco,A3KNJ386MRBPZC,4.0,['Christopher Reich'],['Fiction']
335581,Act One Audio: Thrillers,A16BJ43Z46QS3N,2.0,['Annie Proulx'],['Fiction']
335583,Act One Audio: Thrillers,A126KX6FVI4T66,5.0,['Annie Proulx'],['Fiction']
335597,Act One Audio: Thrillers,A1PXH6NS60C8V5,3.0,['Annie Proulx'],['Fiction']
335612,Act One Audio: Thrillers,A17FLA8HQOFVIG,4.0,['Annie Proulx'],['Fiction']
335614,Act One Audio: Thrillers,A328S9RN3U5M68,3.0,['Annie Proulx'],['Fiction']
335629,Act One Audio: Thrillers,A2SU6GK7WIP5CN,1.0,['Annie Proulx'],['Fiction']
335634,Act One Audio: Thrillers,A2F3SXHT6RBV81,3.0,['Annie Proulx'],['Fiction']
335643,Act One Audio: Thrillers,A1NC9AGZOBI0M1,5.0,['Annie Proulx'],['Fiction']
335658,Act One Audio: Thrillers,A1T9MILRRZ00F8,2.0,['Annie Proulx'],['Fiction']
336315,Edgar Cayce's story of karma;: God's book of remembrance,A35DDC8MZVUNFT,3.0,"['R.R. Bowker Company. Department of Bibliography', 'R.R. Bowker Company. Publications Systems Department']",['Fiction']
336330,Edgar Cayce's story of karma;: God's book of remembrance,ASSG127YCNDUL,4.0,"['R.R. Bowker Company. Department of Bibliography', 'R.R. Bowker Company. Publications Systems Department']",['Fiction']
336331,Edgar Cayce's story of karma;: God's book of remembrance,A2WB4OWBUH2VQX,4.0,"['R.R. Bowker Company. Department of Bibliography', 'R.R. Bowker Company. Publications Systems Department']",['Fiction']
336334,Edgar Cayce's story of karma;: God's book of remembrance,A12A08OL0TZY0W,5.0,"['R.R. Bowker Company. Department of Bibliography', 'R.R. Bowker Company. Publications Systems Department']",['Fiction']
336336,Edgar Cayce's story of karma;: God's book of remembrance,A1JTG5X4VHJV27,4.0,"['R.R. Bowker Company. Department of Bibliography', 'R.R. Bowker Company. Publications Systems Department']",['Fiction']
336338,Edgar Cayce's story of karma;: God's book of remembrance,A232HUAELH5J6V,5.0,"['R.R. Bowker Company. Department of Bibliography', 'R.R. Bowker Company. Publications Systems Department']",['Fiction']
336339,Edgar Cayce's story of karma;: God's book of remembrance,A1K1JW1C5CUSUZ,5.0,"['R.R. Bowker Company. Department of Bibliography', 'R.R. Bowker Company. Publications Systems Department']",['Fiction']
336341,Edgar Cayce's story of karma;: God's book of remembrance,A22B13EJTZKCTM,4.0,"['R.R. Bowker Company. Department of Bibliography', 'R.R. Bowker Company. Publications Systems Department']",['Fiction']
336342,Edgar Cayce's story of karma;: God's book of remembrance,A1N1YEMTI9DJ86,5.0,"['R.R. Bowker Company. Department of Bibliography', 'R.R. Bowker Company. Publications Systems Department']",['Fiction']
336355,Edgar Cayce's story of karma;: God's book of remembrance,AT2R7ZVT7QYOU,4.0,"['R.R. Bowker Company. Department of Bibliography', 'R.R. Bowker Company. Publications Systems Department']",['Fiction']
336368,Edgar Cayce's story of karma;: God's book of remembrance,A3QN1SJPR6L552,2.0,"['R.R. Bowker Company. Department of Bibliography', 'R.R. Bowker Company. Publications Systems Department']",['Fiction']
336373,Edgar Cayce's story of karma;: God's book of remembrance,A3ORW6K9OKTTKV,3.0,"['R.R. Bowker Company. Department of Bibliography', 'R.R. Bowker Company. Publications Systems Department']",['Fiction']
336384,Edgar Cayce's story of karma;: God's book of remembrance,A2AYSFGUP5VTY3,4.0,"['R.R. Bowker Company. Department of Bibliography', 'R.R. Bowker Company. Publications Systems Department']",['Fiction']
336386,Edgar Cayce's story of karma;: God's book of remembrance,AHD101501WCN1,4.0,"['R.R. Bowker Company. Department of Bibliography', 'R.R. Bowker Company. Publications Systems Department']",['Fiction']
336388,Edgar Cayce's story of karma;: God's book of remembrance,A1S3C5OFU508P3,5.0,"['R.R. Bowker Company. Department of Bibliography', 'R.R. Bowker Company. Publications Systems Department']",['Fiction']
336392,Edgar Cayce's story of karma;: God's book of remembrance,AKT8TGIT6VVZ5,5.0,"['R.R. Bowker Company. Department of Bibliography', 'R.R. Bowker Company. Publications Systems Department']",['Fiction']
336394,Edgar Cayce's story of karma;: God's book of remembrance,A3TKGM2JJJC1I3,4.0,"['R.R. Bowker Company. Department of Bibliography', 'R.R. Bowker Company. Publications Systems Department']",['Fiction']
336396,Edgar Cayce's story of karma;: God's book of remembrance,A1CHM200OEN65X,4.0,"['R.R. Bowker Company. Department of Bibliography', 'R.R. Bowker Company. Publications Systems Department']",['Fiction']
336420,Edgar Cayce's story of karma;: God's book of remembrance,A2V3P1XE33NYC3,4.0,"['R.R. Bowker Company. Department of Bibliography', 'R.R. Bowker Company. Publications Systems Department']",['Fiction']
336421,Edgar Cayce's story of karma;: God's book of remembrance,A4R8GJX3UZ1I,5.0,"['R.R. Bowker Company. Department of Bibliography', 'R.R. Bowker Company. Publications Systems Department']",['Fiction']
336423,Edgar Cayce's story of karma;: God's book of remembrance,A3NLJZI5NEOT0K,5.0,"['R.R. Bowker Company. Department of Bibliography', 'R.R. Bowker Company. Publications Systems Department']",['Fiction']
